mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.53
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.53
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.582
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.504
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.504
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.582
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.504
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,9.53
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,8.851
biochar,Modified,g-MgO-Bc-2.5,60.89,0.2926,6.3,25,10,1,24,600,6.162
biochar,Modified,ActiveMnO2/ricebiocharcomposite(MBC)MBC-100,71,0.11,7,25,1,2,2,700,0.405
biochar,Modified,MBC-100,71,0.11,7,25,5,2,2,700,1.208
biochar,Modified,MBC-100,71,0.11,7,25,10,2,2,700,1.892
biochar,Modified,MBC-100,71,0.11,4,25,10,2,2,700,1.801
biochar,Modified,MBC-100,71,0.11,7,25,10,2,2,700,1.744
biochar,Modified,MBC-100,71,0.11,10,25,10,2,2,700,0.748
biochar,Modified,nZVI-B500,342.18,0.016,4,25,40,0.5,1,500,72.672
biochar,Modified,nZVI-B500,342.18,0.016,7,25,40,0.5,1,500,73.688
biochar,Modified,nZVI-B500,342.18,0.016,8,25,40,0.5,1,500,56.384
biochar,Modified,nZVI-B500,342.18,0.016,9,25,40,0.5,1,500,52.52
biochar,Modified,Scalionsheathings-basedbiochar(SS-BC)Fe3O4/SS-BC,188.31,0.2918,4,30,0.5,2,24,700,0.196
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,5,30,0.5,2,24,700,0.208
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,0.5,2,24,700,0.192
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,7,30,0.5,2,24,700,0.177
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,8,30,0.5,2,24,700,0.157
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,9,30,0.5,2,24,700,0.12
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,10,30,0.5,2,24,700,0.094
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,0.4,2,24,700,0.162
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,0.6,2,24,700,0.247
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,1,2,24,700,0.436
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,2,2,24,700,0.946
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,3,2,24,700,1.445
biochar,Modified,Fe3O4/SS-BC,188.31,0.2918,6,30,10,2,24,700,4.882
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,4,30,0.5,2,24,700,0.194
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,5,30,0.5,2,24,700,0.207
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,0.5,2,24,700,0.187
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,7,30,0.5,2,24,700,0.149
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,8,30,0.5,2,24,700,0.102
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,9,30,0.5,2,24,700,0.057
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,10,30,0.5,2,24,700,0.045
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,0.4,2,24,700,0.086
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,0.6,2,24,700,0.148
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,1,2,24,700,0.35
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,2,2,24,700,0.892
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,3,2,24,700,1.404
biochar,Modified,Fe3O4/HCl-BC,390.91,0.6261,6,30,10,2,24,700,4.832
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,4,30,0.5,2,24,700,0.202
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,5,30,0.5,2,24,700,0.174
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,0.5,2,24,700,0.187
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,7,30,0.5,2,24,700,0.144
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,8,30,0.5,2,24,700,0.095
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,9,30,0.5,2,24,700,0.054
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,10,30,0.5,2,24,700,0.037
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,0.4,2,24,700,0.10976
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,0.6,2,24,700,0.21414
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,1,2,24,700,0.3956
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,2,2,24,700,0.8249
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,3,2,24,700,1.2474
biochar,Modified,Fe3O4/OH-BC,300.74,0.3318,6,30,10,2,24,700,4.411
biochar,Modified,ironoxidenoneedlesverticallycoveredbiocharfibers(Fe-BFs)0mMH2O2,9.62,,4.7,25,0.911,1,0.072,800,0.299
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,0.23,800,0.43
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,0.445,800,0.519
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,0.89,800,0.569
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,1.78,800,0.622
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,3.56,800,0.653
biochar,Modified,Fe-BFs0mMH2O2,9.62,,4.7,25,0.911,1,6.24,800,0.672
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,0.072,800,0.426
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,0.23,800,0.557
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,0.445,800,0.646
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,0.89,800,0.734
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,1.78,800,0.82
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,3.56,800,0.88
biochar,Modified,Fe-BFs1mMH2O2,9.62,,4.7,25,0.911,1,6.24,800,0.882
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,0.072,800,0.416
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,0.23,800,0.574
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,0.445,800,0.669
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,0.89,800,0.765
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,1.78,800,0.851
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,3.56,800,0.878
biochar,Modified,Fe-BFs2mMH2O2,9.62,,4.7,25,0.911,1,6.24,800,0.882
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,0.072,800,0.452
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,0.23,800,0.603
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,0.445,800,0.705
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,0.89,800,0.791
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,1.78,800,0.868
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,3.56,800,0.882
biochar,Modified,Fe-BFs4mMH2O2,9.62,,4.7,25,0.911,1,6.24,800,0.885
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHydroxylamine(HA),9.62,,4.7,25,0.911,1,0.072,800,0.433
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,0.23,800,0.653
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,0.445,800,0.782
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,0.89,800,0.854
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,1.78,800,0.878
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,3.56,800,0.88
biochar,Modified,Fe-BFs1mMH2O2;0.5mMHA,9.62,,4.7,25,0.911,1,6.24,800,0.885
biochar,Unmodified,Peanutshell(PS),3.1,,0.95,20,5,0.6,2,70,2.403
biochar,Unmodified,PS,3.1,,2.11,20,5,0.6,2,70,3.014
biochar,Unmodified,PS,3.1,,3.31,20,5,0.6,2,70,3.181
biochar,Unmodified,PS,3.1,,4.75,20,5,0.6,2,70,3.472
biochar,Unmodified,PS,3.1,,5.86,20,5,0.6,2,70,3.819
biochar,Unmodified,PS,3.1,,7.24,20,5,0.6,2,70,3.653
biochar,Unmodified,PS,3.1,,8.27,20,5,0.6,2,70,3.25
biochar,Unmodified,PS,3.1,,9.58,20,5,0.6,2,70,2.958
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,0.42,70,2.611
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,0.998,70,4.242
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,1.996,70,4.668
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,5.042,70,4.593
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,7.983,70,4.794
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,11.97,70,4.819
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,17.96,70,4.643
biochar,Unmodified,PS,3.1,,7.2,20,5,0.6,23.95,70,4.618
biochar,Unmodified,Peanutshellbiochar(PSB),3.92,,0.95,20,5,0.6,2,450,3.458
biochar,Unmodified,PSB,3.92,,2.11,20,5,0.6,2,450,3.875
biochar,Unmodified,PSB,3.92,,3.31,20,5,0.6,2,450,4.028
biochar,Unmodified,PSB,3.92,,4.75,20,5,0.6,2,450,4.264
biochar,Unmodified,PSB,3.92,,5.86,20,5,0.6,2,450,4.486
biochar,Unmodified,PSB,3.92,,7.24,20,5,0.6,2,450,4.236
biochar,Unmodified,PSB,3.92,,8.27,20,5,0.6,2,450,4.056
biochar,Unmodified,PSB,3.92,,9.58,20,5,0.6,2,450,3.819
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,0.42,450,3.238
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,0.998,450,4.217
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,1.996,450,5.146
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,5.042,450,5.347
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,7.983,450,5.347
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,11.97,450,5.271
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,17.96,450,5.447
biochar,Unmodified,PSB,3.92,,7.2,20,5,0.6,23.95,450,5.497
biochar,Modified,Femodifiedsorghumstrawbiochar(MSSB),43.39,,5,25,1,0.2,48,550,0.0372
biochar,Modified,MSSB,43.39,,5,25,1,0.5,48,550,0.193
biochar,Modified,MSSB,43.39,,5,25,1,0.8,48,550,0.297
biochar,Modified,MSSB,43.39,,5,25,1,1,48,550,0.443
biochar,Modified,MSSB,43.39,,5,15,1,1,48,550,0.0535
biochar,Modified,MSSB,43.39,,5,20,1,1,48,550,0.12
biochar,Modified,MSSB,43.39,,5,25,1,1,48,550,0.245
biochar,Modified,MSSB,43.39,,5,30,1,1,48,550,0.211
biochar,Modified,MSSB,43.39,,5,35,1,1,48,550,0.0849
biochar,Modified,MSSB,43.39,,1,25,1,1,48,550,0.0997
biochar,Modified,MSSB,43.39,,3,25,1,1,48,550,0.299
biochar,Modified,MSSB,43.39,,5,25,1,1,48,550,0.471
biochar,Modified,MSSB,43.39,,7,25,1,1,48,550,0.417
biochar,Modified,MSSB,43.39,,9,25,1,1,48,550,0.124
biochar,Modified,MSSB,43.39,,11,25,1,1,48,550,0.0393
biochar,Modified,MSSB,43.39,,5,25,1,1,2.09,550,0.29
biochar,Modified,MSSB,43.39,,5,25,1,1,4.18,550,0.355
biochar,Modified,MSSB,43.39,,5,25,1,1,8.14,550,0.411
biochar,Modified,MSSB,43.39,,5,25,1,1,12.1,550,0.47
biochar,Modified,MSSB,43.39,,5,25,1,1,24.1,550,0.538
biochar,Modified,MSSB,43.39,,5,25,1,1,30.1,550,0.58
biochar,Modified,MSSB,43.39,,5,25,1,1,36.2,550,0.637
biochar,Modified,MSSB,43.39,,5,25,1,1,48.1,550,0.642
biochar,Modified,ZnCl2-activatedbiogasresiduebiocharZnCl2BC,516.67,0.2433,7,25,40,2,0.181,700,5.105
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,0.328,700,5.858
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,0.487,700,5.972
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,0.64,700,6.746
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,0.803,700,6.883
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,0.962,700,6.792
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,1.427,700,7.202
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,1.897,700,7.271
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,40,2,2.367,700,7.248
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,4.77,2,2.5,700,6.69
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,19.92,2,2.5,700,12.1
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,35.68,2,2.5,700,17.1
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,63.9,2,2.5,700,19.7
biochar,Modified,ZnCl2BC,516.67,0.2433,7,25,85.68,2,2.5,700,21.5
biochar,Modified,MagneticFe3O4/Douglasfirbiocharcomposites(MBC),320.1,0.139,7,25,5,2,0.0668,650,1.0365
biochar,Modified,MBC,320.1,0.139,7,25,5,2,0.234,650,1.16825
biochar,Modified,MBC,320.1,0.139,7,25,5,2,0.468,650,1.118
biochar,Modified,MBC,320.1,0.139,7,25,5,2,0.935,650,1.319
biochar,Modified,MBC,320.1,0.139,7,25,5,2,1.38,650,1.44475
biochar,Modified,MBC,320.1,0.139,7,25,5,2,1.848,650,1.407
biochar,Modified,MBC,320.1,0.139,7,25,5,2,2.772,650,1.36925
biochar,Modified,MBC,320.1,0.139,7,25,5,2,3.685,650,1.407
biochar,Modified,MBC,320.1,0.139,7,25,5,2,4.631,650,1.27525
biochar,Modified,MBC,320.1,0.139,7,25,5,2,5.544,650,1.294
biochar,Modified,MBC,320.1,0.139,7,25,10,2,0.0668,650,1.608
biochar,Modified,MBC,320.1,0.139,7,25,10,2,0.234,650,2.236
biochar,Modified,MBC,320.1,0.139,7,25,10,2,0.468,650,2.3745
biochar,Modified,MBC,320.1,0.139,7,25,10,2,0.935,650,2.638
biochar,Modified,MBC,320.1,0.139,7,25,10,2,1.38,650,2.362
biochar,Modified,MBC,320.1,0.139,7,25,10,2,1.848,650,2.4495
biochar,Modified,MBC,320.1,0.139,7,25,10,2,2.772,650,2.437
biochar,Modified,MBC,320.1,0.139,7,25,10,2,3.685,650,2.412
biochar,Modified,MBC,320.1,0.139,7,25,10,2,4.631,650,2.4625
biochar,Modified,MBC,320.1,0.139,7,25,10,2,5.544,650,2.5505
biochar,Modified,MBC,320.1,0.139,7,25,20,2,0.0668,650,5.327
biochar,Modified,MBC,320.1,0.139,7,25,20,2,0.234,650,5.905
biochar,Modified,MBC,320.1,0.139,7,25,20,2,0.468,650,5.377
biochar,Modified,MBC,320.1,0.139,7,25,20,2,0.935,650,5.729
biochar,Modified,MBC,320.1,0.139,7,25,20,2,1.38,650,5.628
biochar,Modified,MBC,320.1,0.139,7,25,20,2,1.848,650,6.834
biochar,Modified,MBC,320.1,0.139,7,25,20,2,2.772,650,6.307
biochar,Modified,MBC,320.1,0.139,7,25,20,2,3.685,650,5.578
biochar,Modified,MBC,320.1,0.139,7,25,20,2,4.631,650,5.98
biochar,Modified,MBC,320.1,0.139,7,25,20,2,5.544,650,6.533
biochar,Modified,MBC,320.1,0.139,7,20,0.0991,2,1,650,0.463
biochar,Modified,MBC,320.1,0.139,7,20,0.36,2,1,650,0.805
biochar,Modified,MBC,320.1,0.139,7,20,1.306,2,1,650,1.988
biochar,Modified,MBC,320.1,0.139,7,20,2.135,2,1,650,2.5
biochar,Modified,MBC,320.1,0.139,7,20,2.721,2,1,650,2.78
biochar,Modified,MBC,320.1,0.139,7,20,3.523,2,1,650,3.012
biochar,Modified,MBC,320.1,0.139,7,20,3.846,2,1,650,3.073
biochar,Modified,MBC,320.1,0.139,7,20,4.189,2,1,650,3.085
biochar,Modified,MBC,320.1,0.139,7,25,0.225,2,1,650,1.39
biochar,Modified,MBC,320.1,0.139,7,25,0.369,2,1,650,1.622
biochar,Modified,MBC,320.1,0.139,7,25,0.73,2,1,650,2.515
biochar,Modified,MBC,320.1,0.139,7,25,0.982,2,1,650,3.024
biochar,Modified,MBC,320.1,0.139,7,25,1.721,2,1,650,3.768
biochar,Modified,MBC,320.1,0.139,7,25,2.387,2,1,650,4.22
biochar,Modified,MBC,320.1,0.139,7,25,3.279,2,1,650,4.256
biochar,Modified,MBC,320.1,0.139,7,25,4.595,2,1,650,4.268
biochar,Modified,MBC,320.1,0.139,7,40,0.351,2,1,650,2.28
biochar,Modified,MBC,320.1,0.139,7,40,0.712,2,1,650,3.573
biochar,Modified,MBC,320.1,0.139,7,40,0.73,2,1,650,4.049
biochar,Modified,MBC,320.1,0.139,7,40,0.982,2,1,650,4.39
biochar,Modified,MBC,320.1,0.139,7,40,1.793,2,1,650,4.537
biochar,Modified,MBC,320.1,0.139,7,40,2.414,2,1,650,4.573
biochar,Modified,MBC,320.1,0.139,7,40,3.18,2,1,650,4.61
biochar,Modified,MBC,320.1,0.139,7,40,4.685,2,1,650,4.402
biochar,Unmodified,perillaleaf-derivedbiocharsBC300,3.2,0.01,7,20,1.21,1,2,300,1.96
biochar,Unmodified,BC300,3.2,0.01,7,20,1.81,1,2,300,2.39
biochar,Unmodified,BC300,3.2,0.01,7,20,2.39,1,2,300,2.67
biochar,Unmodified,BC300,3.2,0.01,7,20,3.39,1,2,300,2.85
biochar,Unmodified,BC300,3.2,0.01,7,20,4.33,1,2,300,2.95
biochar,Unmodified,perillaleaf-derivedbiocharsBC700,473.4,0.1,7,20,0.67,1,2,700,2.47
biochar,Unmodified,BC700,473.4,0.1,7,20,1.47,1,2,700,2.7
biochar,Unmodified,BC700,473.4,0.1,7,20,2.28,1,2,700,2.94
biochar,Unmodified,BC700,473.4,0.1,7,20,3.01,1,2,700,3.02
biochar,Unmodified,BC700,473.4,0.1,7,20,4.11,1,2,700,3.16
biochar,Modified,NFMF,174.4,,8,22,50,2.5,24,600,
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,0.12,0.5,3,70,19.06
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,1.31,0.5,3,70,36.6
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,3.97,0.5,3,70,93.74
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,22.1,0.5,3,70,154.46
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,76.56,0.5,3,70,245.74
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,15,149.36,0.5,3,70,296.09
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,0.89,0.5,3,70,18.11
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,1.52,0.5,3,70,36.03
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,2.85,0.5,3,70,92.79
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,19.86,0.5,3,70,160.68
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,68.37,0.5,3,70,262.71
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,25,143.06,0.5,3,70,314.19
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,0.75,0.5,3,70,16.98
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,1.66,0.5,3,70,36.03
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,2.08,0.5,3,70,96.75
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,12.93,0.5,3,70,173.13
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,59.97,0.5,3,70,281.19
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,35,132.91,0.5,3,70,334.75
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,0.75,0.5,3,70,18.11
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,1.31,0.5,3,70,37.16
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,1.52,0.5,3,70,97.89
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,6.49,0.5,3,70,188.03
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,52.69,0.5,3,70,293.07
Zeolite,Modified,"magnetic
noscale
FeMn",340,,7,45,124.72,0.5,3,70,349.08
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,0.25,95,35.83
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,0.5,95,44.77
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,0.75,95,46.03
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,1,95,47.31
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,1.25,95,48.32
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.1,2,1.5,95,49.1
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,0.25,95,72.54
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,0.5,95,86.06
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,0.75,95,92.93
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,1,95,95.22
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,1.25,95,97.76
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.2,2,1.5,95,98.04
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,0.25,95,101.34
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,0.5,95,117.65
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,0.75,95,135.5
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,1,95,142.87
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,1.25,95,144.41
Zeolite,Modified,"reduced
grapheneoxide",,,8,25,0.3,2,1.5,95,145.95
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,0.21,0.2,1,180,1.21
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,0.06,0.2,1,180,2.45
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,0.06,0.2,1,180,3.97
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,0.48,0.2,1,180,7.38
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,2.23,0.2,1,180,13.93
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,6.29,0.2,1,180,18.11
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,15.24,0.2,1,180,24.57
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,24.4,0.2,1,180,29.02
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,33.91,0.2,1,180,30.54
Zeolite,Unmodified,"reduced
grapheneoxide",41.87,0.43,6.5,25,43.76,0.2,1,180,30.73
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,13.41,0.5,24,25,52.29
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,21.22,0.5,24,25,57.92
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,27.96,0.5,24,25,64.18
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,39.88,0.5,24,25,69.14
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,53.68,0.5,24,25,73.46
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,62.54,0.5,24,25,73.46
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,70.97,0.5,24,25,78.75
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,80.47,0.5,24,25,79.44
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,4,25,88.86,0.5,24,25,82.74
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,5.14,0.5,24,25,89
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,8.51,0.5,24,25,102.94
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,18.01,0.5,24,25,112.85
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,31.33,0.5,24,25,118.48
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,38.2,0.5,24,25,123.77
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,46.46,0.5,24,25,127.08
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,54.73,0.5,24,25,131.4
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,61.18,0.5,24,25,137.66
Zeolite,Modified,"reduced
grapheneoxide",317.07,1.706,8,25,69.44,0.5,24,25,140.96
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,1.16,1.4,24,110,8.82
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,0.52,1.4,24,110,12.51
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,4.97,1.4,24,110,21.83
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,7.37,1.4,24,110,29.26
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,15.87,1.4,24,110,30.02
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,51.25,1.4,24,110,36.3
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,25,80.89,1.4,24,110,41.67
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,0.6,1.4,24,110,11.85
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,1.33,1.4,24,110,14.51
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,4.57,1.4,24,110,20.68
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,6.13,1.4,24,110,29.63
